Waterbeheerder.omschrijving;Meetobject.namespace;Meetobject.code;Meetobject.lokaalID;Namespace;Monster.Identificatie;Monster.lokaalID;MonsterCompartiment.code;MonsterCompartiment.omschrijving;Orgaan.code;Orgaan.omschrijving;Organisme.naam;Bemonsteringsapparaat.code;Bemonsteringsapparaat.omschrijving;Monsterophaaldatum;Monsterophaaltijd;GeometriePunt.X;GeometriePunt.Y;Meetwaarde.lokaalID;Resultaatdatum;Begindatum;Begintijd;Einddatum;Eindtijd;Typering.code;Typering.omschrijving;Grootheid.code;Grootheid.omschrijving;Parameter.groep;Parameter.code;Parameter.omschrijving;Parameter.CASnummer;Biotaxon.naam;Eenheid.code;Eenheid.omschrijving;Hoedanigheid.code;Hoedanigheid.omschrijving;Levensstadium.code;Levensstadium.omschrijving;Lengteklasse.code;Lengteklasse.omschrijving;Geslacht.code;Geslacht.omschrijving;Verschijningsvorm.code;Verschijningsvorm.omschrijving;Levensvorm.code;Levensvorm.omschrijving;Gedrag.code;Gedrag.omschrijving;AnalyseCompartiment.code;AnalyseCompartiment.omschrijving;Compartiment.code;Compartiment.omschrijving;Waardebewerkingsmethode.code;Waardebewerkingsmethode.omschrijving;Limietsymbool;Numeriekewaarde;Alfanumeriekewaarde;Kwaliteitsoordeel.code;Kwaliteitsoordeel.omschrijving;Rapportagejaar;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1905701;"""0003""";OW;Oppervlaktewater;;;;;;9-4-2019;11:46:00;203486;596871;AK_DB_630261038;9-4-2019;9-4-2019;11:46:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Ptot;fosfor totaal;NVT;;mg/l;milligram per liter;P;uitgedrukt in Fosfor;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1905701;"""0003""";OW;Oppervlaktewater;;;;;;9-4-2019;11:46:00;203486;596871;AK_DB_630261039;9-4-2019;9-4-2019;11:46:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;PO4;fosfaat;14265-44-2;;mg/l;milligram per liter;P;uitgedrukt in Fosfor;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;25;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1905701;"""0003""";OW;Oppervlaktewater;;;;;;9-4-2019;11:46:00;203486;596871;AK_DB_630261040;9-4-2019;9-4-2019;11:46:00;;;;;CONCTTE;(massa)Concentratie;Object;OS;Onopgeloste stoffen;NVT;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;36;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1905701;"""0003""";OW;Oppervlaktewater;;;;;;9-4-2019;11:46:00;203486;596871;AK_DB_630261041;9-4-2019;9-4-2019;11:46:00;;;;;pH;Zuurgraad;Grootheid;;;;;DIMSLS;dimensieloos;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;8;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1905701;"""0003""";OW;Oppervlaktewater;;;;;;9-4-2019;11:46:00;203486;596871;AK_DB_630261042;9-4-2019;9-4-2019;11:46:00;;;;;T;Temperatuur;Grootheid;;;;;oC;graad Celsius;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;11;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1905701;"""0003""";OW;Oppervlaktewater;;;;;;9-4-2019;11:46:00;203486;596871;AK_DB_630261043;9-4-2019;9-4-2019;11:46:00;;;;;VERZDGGD;Verzadigingsgraad;ChemischeStof;O2;zuurstof;7782-44-7;;%;procent;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;120;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1905701;"""0003""";OW;Oppervlaktewater;;;;;;9-4-2019;11:46:00;203486;596871;AK_DB_630261044;9-4-2019;9-4-2019;11:46:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;O2;zuurstof;7782-44-7;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;13;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1905701;"""0003""";OW;Oppervlaktewater;;;;;;9-4-2019;11:46:00;203486;596871;AK_DB_630261045;9-4-2019;9-4-2019;11:46:00;;;;;ZICHT;Doorzicht;Grootheid;;;;;cm;centimeter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;40;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1905701;"""0003""";OW;Oppervlaktewater;;;;;;9-4-2019;11:46:00;203486;596871;AK_DB_630261046;9-4-2019;9-4-2019;11:46:00;;;;;GELDHD;Geleidendheid;Grootheid;;;;;mS/m;millisiemens per meter;25oC;t;;;;;;;;;;;;;;;;;;;;;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1905701;"""0003""";OW;Oppervlaktewater;;;;;;9-4-2019;11:46:00;203486;596871;AK_DB_673507473;9-4-2019;9-4-2019;11:46:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;SO4;sulfaat;14808-79-8;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;150;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1905701;"""0003""";OW;Oppervlaktewater;;;;;;9-4-2019;11:46:00;203486;596871;AK_DB_673507474;9-4-2019;9-4-2019;11:46:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;sFEO;som Feopigment;NVT;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;68;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261047;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;BZV5;Biochemisch zuurstofverbruik over 5 dagen;NVT;;mg/l;milligram per liter;O2;uitgedrukt in Zuurstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;4;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261048;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;CHLFa;chlorofyl-a;479-61-8;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;56;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261049;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Cl;chloride;16887-00-6;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;260;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261050;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Ntot;stikstof totaal;NVT;;mg/l;milligram per liter;N;uitgedrukt in Stikstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;1;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261051;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;NH4;ammonium;14798-03-9;;mg/l;milligram per liter;N;uitgedrukt in Stikstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261052;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;NO2;nitriet;14797-65-0;;mg/l;milligram per liter;N;uitgedrukt in Stikstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261053;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;NO3;nitraat;14797-55-8;;mg/l;milligram per liter;N;uitgedrukt in Stikstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261054;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Ptot;fosfor totaal;NVT;;mg/l;milligram per liter;P;uitgedrukt in Fosfor;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261055;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;PO4;fosfaat;14265-44-2;;mg/l;milligram per liter;P;uitgedrukt in Fosfor;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261056;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;Object;OS;Onopgeloste stoffen;NVT;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;23;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261057;7-5-2019;7-5-2019;11:16:00;;;;;pH;Zuurgraad;Grootheid;;;;;DIMSLS;dimensieloos;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;8;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261058;7-5-2019;7-5-2019;11:16:00;;;;;T;Temperatuur;Grootheid;;;;;oC;graad Celsius;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;11;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261059;7-5-2019;7-5-2019;11:16:00;;;;;VERZDGGD;Verzadigingsgraad;ChemischeStof;O2;zuurstof;7782-44-7;;%;procent;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;110;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261060;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;O2;zuurstof;7782-44-7;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;12;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261061;7-5-2019;7-5-2019;11:16:00;;;;;ZICHT;Doorzicht;Grootheid;;;;;cm;centimeter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;60;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_630261062;7-5-2019;7-5-2019;11:16:00;;;;;GELDHD;Geleidendheid;Grootheid;;;;;mS/m;millisiemens per meter;25oC;t;;;;;;;;;;;;;;;;;;;;;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_673507475;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;K;kalium;7-9-7440;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;12;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_673507476;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Li;lithium;7439-93-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;20;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_673507477;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Mg;magnesium;7439-95-4;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;29;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_673507478;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Na;natrium;7440-23-5;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;150;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_673507479;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;SO4;sulfaat;14808-79-8;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;100;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_673507480;7-5-2019;7-5-2019;11:16:00;;;;;MOLRCCTTE;Molaire concentratie;ChemischeStof;HCO3;waterstofcarbonaat;71-52-3;;mmol/l;millimol per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;3;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_673507481;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;sFEO;som Feopigment;NVT;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;22;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_673507482;7-5-2019;7-5-2019;11:16:00;;;;;HH;Hardheid;Grootheid;;;;;mg/l;milligram per liter;CaCO3;uitgedrukt in Calciumcarbonaat;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;349;;;;;;
Wetterskip Fryslan;NL02;NL02_0003;"""0003""";NL02;NL02_1906934;"""0003""";OW;Oppervlaktewater;;;;;;7-5-2019;11:16:00;203486;596871;AK_DB_673507483;7-5-2019;7-5-2019;11:16:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Ca;calcium;7440-70-2;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;93;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507609;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Fle;fluoreen;86-73-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507610;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Flu;fluorantheen;206-44-0;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507611;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Naf;naftaleen;91-20-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507612;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Pyr;pyreen;129-00-0;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;11;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507613;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;SO4;sulfaat;14808-79-8;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;120;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507614;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Ant;antraceen;120-12-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507615;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Cl;chloride;16887-00-6;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;150;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507616;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Fen;fenantreen;8-1-1985;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507617;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;InP;"""indeno(1";2;"3-cd)pyreen""";193-39-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;4;;"""00""";Normale waarde;2020
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507618;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Ntot;stikstof totaal;NVT;;mg/l;milligram per liter;N;uitgedrukt in Stikstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;4;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507619;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;NH4;ammonium;14798-03-9;;mg/l;milligram per liter;N;uitgedrukt in Stikstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507620;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;NO2;nitriet;14797-65-0;;mg/l;milligram per liter;N;uitgedrukt in Stikstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507621;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;NO3;nitraat;14797-55-8;;mg/l;milligram per liter;N;uitgedrukt in Stikstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;2;;;;;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507622;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Ptot;fosfor totaal;NVT;;mg/l;milligram per liter;P;uitgedrukt in Fosfor;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507623;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;PO4;fosfaat;14265-44-2;;mg/l;milligram per liter;P;uitgedrukt in Fosfor;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507624;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;Object;OS;Onopgeloste stoffen;NVT;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;24;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0005;"""0005""";NL02;NL02_1905457;"""0005""";OW;Oppervlaktewater;;;;;;1-4-2019;10:53:00;196010;593410;AK_DB_673507625;1-4-2019;1-4-2019;10:53:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Corg;koolstof organisch;NVT;;mg/l;milligram per liter;Cnf;uitgedrukt in koolstof / opgeloste fractie;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;20;;"""00""";Normale waarde;2020;;
